书名,简介,标签,链接,作者,类型,字数,完结状态,积分,发表时间,文案
反串,爱豆再好，能有表演有意思？,都市 天作之合 甜文 爽文 轻松,http://www.jjwxc.net/onebook.php?novelid=4166493,红刺北,原创-言情-近代现代-爱情-女主,755175,完结,4099848704,2019-12-10 06:06:06,【5月28日19点《反串》实体书预售，前一分钟特签，有限量赠品～，详情关注围脖：天天赤脚！！！】文案一：    姜叶为了演戏什么都干过，别人演个尸体，她到处演老男人、农民工……　　有句话说的好，走别人的路让别人无路可走。　　姜叶身行力践，以女演员身份一举拿下最佳男配奖。　　颁奖过后记者问她感想，姜叶淡淡一笑：承让。文案二：　　十九线演员姜叶，手滑点赞歌神钟迟津黑粉的微博。　　钟粉全网出动：他们倒要瞧瞧这个说哥哥演技不好的人有多厉害。　　只是骂着骂着，钟粉突然发现……有点上头。　　这个女人演技该死的好，演什么像什么。　　就在钟粉犹豫选择维护哥哥的荣誉还是粉上这个女人时，他们哥哥发博替他们做出了选择。　　钟迟津：谢谢大家，我们领证了@姜叶下一本求收藏：文名：《下套》文案：封扬从小仗着一副好皮囊，四处撩拨女生，但只要女生表明心意，他便立刻远离。而苏晚则是出了名的封扬舔狗，封扬想喝最近爆红的网红奶茶，她就排三个小时队去买，封扬游戏打的不好，她专门学了一个月，就为带他吃鸡……就是从来不表白。封扬美滋滋享受这一切，直到有一天，他听说苏晚有男朋友了。     　　
我不可能会怜惜一个妖鬼,扒一扒我那求而不得的妖鬼夫君,女配 相爱相杀 轻松,http://www.jjwxc.net/onebook.php?novelid=4603874,藤萝为枝,原创-言情-架空历史-仙侠-女主,430366,完结,2749323264,2021-07-23 20:00:00,【全文完结】我死那天，人间下起春雨。我不合时宜地想起了晏潮生。过去百年，他总桀骜挡在我前面，连劫雷都帮我挡了。那时候天真，总以为他爱我。直到后来，他带回真正的心上人，一位和我八分像的仙子。我叹息，惨。咽气太早，我也就没有看到，大雨里踉跄朝我而来那个身影。叱咤八荒的妖君晏潮生，那一刻竟是连腾云都不会了。　*再次睁开眼，回到了七百年前。彼时晏潮生年少，还不是妖君，只是个生来妖脉，受尽欺负的低阶弟子。我深觉人傻一次就足够。当他拽住我衣角，我踩碎他指骨、他也不肯松手那一刻。我不再爱他这一事，才刚刚拉开序幕。【妖鬼X他回忆里很甜很黏人，现在并不的小娇妻】其后风风雨雨，不管晏潮生如何可怜，琉双都铭记渡劫那日，她反复告诉自己，永远别再怜惜一个妖鬼。而晏潮生，为她淬魂碎骨，再没换回她当年温柔一顾。1，第三人称写文，仙侠神魔妖鬼狗血+白月光替身梗+追妻hzc，题材就是这么个题材，已经说明白了，喜欢可以试试，不喜千万止步！2，男主就是文案里的狗男人，不改，he。3，文案基本上就涵盖了所有可能触碰的雷。4，文中部分氏族，仙境名字（包括空桑）设定沿用《山海经》，少量私设。男女主名字取自《春江花月夜》，全文设定灵感来源上个古言副本《般若浮生》。5，祝事事欢喜，生活如意。
撞入白昼,我和我的妖族前男友,幻想空间 灵异神怪 情有独钟 破镜重圆 轻松,http://www.jjwxc.net/onebook.php?novelid=4280940,引路星,原创-纯爱-近代现代-爱情-主受,394676,完结,3506805760,2021-07-29 19:00:00,除妖界和妖界最近有传言轰轰烈烈：郁槐和徐以年又碰上了。五年前郁家横遭变故，郁槐被迫逃进无人敢踏入的妖族埋骨场，所有人都以为他会死在里面，但他仅用两年时间就从尸山血海的地狱中走了出来，不仅实力大增，行事更是肆无忌惮：郁槐屠了整整一族同他结怨的妖怪，连捧骨灰都没剩下。如此乖戾的作风惹得两界议论纷纷，但这尊煞神在学生时期，倒是有过一段堪称纯洁的校园恋情。当初郁槐和徐以年是人人皆知的一对情侣，双方甚至早早订婚。但在郁家出事后，徐以年却不管不顾甩了郁槐，堪称翻脸无情的典范。五年后两人重逢，联合社区上早就盖起了一座座高楼。分析来分析去，大家都觉得按照郁槐的一贯作风，徐以年落到他手里少说也得脱一层皮。直到某一天，一个帖子悄然飘上联合社区首页：“我没看错吧？郁槐抱着的那个是徐以年？！”-徐以年一直有个小毛病。身为善用雷电的除妖师，情绪激动时他会异能外溢，俗称漏电。五年以后破镜重圆，郁槐试图纠正他的习惯，却屡屡失败，最后只能笑话他：“就亲一下，你也要电我。你属刺猬吗？”徐以年耳根一热，狠了狠心：“要不你……亲两下试试？”-凶残嘴贱的大妖怪X迟钝貌美的霸王花-破镜重圆、双向暗恋，HE希望你平安，不生病，再也不会遭遇不幸，即使有烦恼也是下一秒就能忘却的小事。你就和过去一样当闪烁的星辰、遥不可及的月亮，一路朝前，去实现所有不可能实现的愿望，从来不跌进混沌的人间。希望你永远自由，不要孤单。
公开,冰川之上，开出暴烈的花,业界精英 甜文 正剧 先婚后爱,http://www.jjwxc.net/onebook.php?novelid=7283425,臣年,原创-言情-近代现代-爱情-女主,461821,完结,3774175232,2023-05-17 18:39:39,【实体已签约，进度微博@臣年年年】秦芒是圈里出了名的花瓶女明星，因一段跳舞视频火遍全网。大漠风沙中，少女一袭薄如蝉翼的红色水袖裙，赤足站在神秘圣洁的雪白巨狮上翩然起舞，含情目，勾魂腰，美得艳色旖旎。一跳封神，被誉为娱乐圈顶级小妖精。贺泠霁身为深城豪门之首贺家的掌权者，虽立于名利场最顶端，却是纸醉金迷里的异类。生了张风雅美人面，行事却杀伐果决，危险又极具攻击性，引来无数女人飞蛾扑火，然而这位偏生这方面古板克制得紧，仿佛生来便不会沾染俗世的爱与欲，恍若异域冰川，任谁都无法融化。总之这两位是八杆子打不着的人，连CP论坛酷爱拉郎配的网友都从来没把他们放在一起磕过。实在太不般配！直到有一天。某官博曝出贺家那位大人物将与秦芒合体参加一档大型夫妻生活综艺。众人：谁跟谁？是夫妻？？？就这么？公开了？！！——他是别人眼里的异域冰川，亘古不化；却是我的烈日繁花，永不凋零。划重点：日常大甜饼/全文架空、无原型，勿带入/《恃宠》《骄宠》系列文微博@臣年年年
重回老板年少时,天塌了，老板要我跟他谈恋爱,重生 甜文 校园 轻松,http://www.jjwxc.net/onebook.php?novelid=8890855,林绵绵,原创-言情-近代现代-爱情-女主,383597,完结,3643744512,2024-12-02 09:00:00,一觉醒来，章韵宜回到了十七岁这一年，怀着沉重的心情来上课，却意外在教室外的走廊撞上了班长陈阔，一声“老板”险些脱口而出。此时的陈阔是个青涩少年，还没有十年后属于科技新贵的沉稳气场。章韵宜摩拳擦掌：从现在开始跟着老板混，少走十年弯路！这个重生剧本她接受！！老板生病，她嘘寒问暖；老板打球渴了，她及时送水；老板考试第一，她狂吹彩虹屁……谁知有一天，老板前世的合伙人开始喊她嫂子了？嗯？？章韵宜：归西了家人们.jpg[甜妹X酷哥]阅读指南：1、土狗写的抱大腿文学，不好这口的谨慎跳坑2、女主重生后搞学业，搞事业也会搞男人，不过恋爱线为主，冬日小甜饼=w=3、亲密接触在成年以后
穿成暴戾大佬的小人鱼,大佬在学习温柔。,种田文 甜文 穿书 爽文 轻松,http://www.jjwxc.net/onebook.php?novelid=5550996,弦三千,原创-纯爱-幻想未来-轻小说-主受,424149,完结,2724945920,2021-03-20 00:00:00,　　【姊妹篇预收：《暴戾小人鱼也可以是治愈系嘛》简介在最下面~】　　君清予追了一本小说，主角以一己之力从平民奋斗到元帅高位，战场上意外受伤只有人鱼能够治愈，但因为受伤导致主角性格暴戾人鱼拒绝为他治疗。　　主角家人趁机偷走他的信物发动星际战争，主角的好友落井下石，一时间主角成为众矢之的，简直就是美强惨的典范。　　本来这个时候就该主角崛起开启一系列打脸线，结果作者烂尾跑路直接把主角写死了。　　君清予意难平到做梦都是这本书的主角，然后他一睁眼，成为了那本书中的一条人鱼。　　---　　傅远川不知道第几次站在人鱼池旁，池中刚出生的小人鱼不过巴掌大小。　　人鱼很排斥与他的接触，看着原本靠近岸边，却在他走近时快速跑远的人鱼群傅远川没有半分意外。　　耳边奚落嘲讽的声音不绝于耳。　　‘他这样的人怎么还敢来买人鱼啊？’  　‘我要是他就待在家里等死，而不是出来乱跑吓唬人。’　　傅远川神色漠然，正打算离开的时候却听到一声惊呼。　　‘那条人鱼怎么回事？！’　　傅远川垂眸看去，一条金尾小人鱼逆着人鱼群奋力向他游了过来。　　靠近岸边时小人鱼停了下来，他仰着头，金色的眼眸中满是他的影子。　　沉默片刻，他蹲在人鱼池旁，尝试着将手深入水中……　　小人鱼没有跑。　　小人鱼抱住了他的手。　　小人鱼亲吻了他的手指。　　阴郁的世界仿佛照进了一道光束，引领他回到人间。　　------------    『阅读指南』作者微博：@三千偶尔失眠     1，君清予穿书前不是普通人，后面会讲，不剧透     2，攻在时，弱小可怜还撒娇。攻不在时，冷漠淡然还能打的反差萌     3，温馨治愈救赎甜宠系，无虐，小甜饼，剧情推感情的，带不带脑随意。     4，有私设，文中任何【人、物、事】都不要带入现实、不要带入现实、不要带入现实！     5，不排雷，我写的我都喜欢，文中常见雷点没有，小雷我也不太清楚。     6，不接受空口鉴抄，有盘上盘节约彼此时间。　　【预收：暴戾小人鱼也可以是治愈系嘛】　　简介：虞淮辞一直以为他可以在局外人的角度读完所有小说，直到他被一本书气到心绞痛。　　书中反派作为男主的对照组，出身联邦高层贵族家庭，从小经历严格训练，还要被亲生父亲当作试药的工具。　　在药物的作用下，反派的精神力出现异常，奈何星际中拥有治愈精神识海能力的小人鱼都对他避之不及。　　反派时刻忍受精神识海溃散剧痛的折磨，即便如此，他依旧凭借自己的努力从战场拼杀出一条生路，家人非但没有为此感到高兴，反而在他凯旋时栽赃陷害将他拖入泥潭，肆意抹黑，用他的死来铺垫男主的高光时刻。　　看的虞淮辞恨不得给那个不学无术，只知道抢反派功劳的男主一拳，反派渣家人更是两拳。　　越想越气，看完结局的虞淮辞眼前一黑。　　等意识恢复，就发现自己穿成了书里的一条银白色的小人鱼。　　----　　傅青桁感觉自己像是被困在了循环中，他带着记忆反复重生，一遍又一遍的经历挚友背叛，家人唾弃。　　法则是无形的束缚，在规则下，他像是提前木偶一样完成既定的任务，走向受万人鄙夷，必死的结局。　　在又一次被掩在废墟下，傅青桁放弃自救，任由自己沉入水底，在静谧的水流中提前迎接死亡的降临。　　下一刻，眼前泡沫光影浮动。　　银白色的小人鱼破开绵密的泡沫，圆溜溜的眼中满是惊喜的笑意，“呜！”　　找到你了！　　那一瞬间身上的枷锁桎梏消散，沉寂如一潭死水的心脏有了跳动的反应。　　小人鱼破空而来。　　反复被死亡鞭挞的意志，在此刻迎来新生。　　#我想，曾经我所羡慕的阳光，有一道落在了我身上。#
十分满分的甜,和顶级流量谈恋爱。,天之骄子 娱乐圈 甜文 爽文 轻松,http://www.jjwxc.net/onebook.php?novelid=3967317,执葱一根,原创-言情-近代现代-爱情-女主,458212,完结,2618389248,2019-04-15 21:00:01,实体版权还在，有意向出版的合作方可联系晋江版权部~具体消息关注围脖@执葱一根，求作收~【1】年末，跨年舞台彩排结束，光影隐去，台下座席漆黑一片。边梨跟着团队走，途经其他艺人的座位，不小心被绊倒，坐在了一个人的大腿上。她抬眸，撞入一双似笑非笑的黑眸。温热大腿的主人单手撑住脸，语气懒散，“投怀送抱，喜欢我啊？”当晚，边梨就被知情人士的爆料送上了热搜。【2】年少成名，狂妄不羁，作为界内顶级流量中的顶级，贺云醒从未把谁放在眼里过。风波解释过后，粉丝都道两人是八竿子打不着，八辈子也擦不出火花的关系。后来，一档综艺节目，圈内偶像团体各自派了成员参加。导演组直播突袭，敲响边梨的房门。开门的却是赤着上身，睡眼惺忪的贺云醒。他半阖眼眸，略带戾气，“有什么事？”就在这时，屋内传来一道软软女声，甜津津的，“醒醒，你好了没，继续回来陪我呀。”导演组惊了。直播间炸了。划重点——【男主是顶级流量top1，无人能及，超级杰克苏。女主是天使面庞魔鬼身材，少女感和女人味并存的尤物。】/十分满，每一分甜，都是你//未曾有人能够阻止我，浪漫地爱上你/【顶级流量男团队长vs果汁美貌女团忙内】【食葱指南】：*没原型没原型没原型重要的事情说三遍*坚定的HE：双c双初/无女配/放心入坑叭*系列文《细腰控》《你是男神又怎样》专栏完结可看————下本开【她是栀子花香】求个预收————【1】大三那年，千栀领证了。自家那位说要别人沾沾喜气，她想想，倒也没错，就给院里的人发了喜糖，简单地摆了几桌同学酒。班里的人得知校花结了婚，纷纷惊诧。酒宴摆在全市最豪华的六星级酒店，饭桌上有女生嗤笑，指不定嫁了个富得流油的秃头，满都满足不了她。谣言一经挑拨，很快传散开来。直到有一天，千栀和室友去参加院里召开的活动。入座以后，她不经意地抬眸，台上的青年气质如清辉，眉若远山，清冷出尘。室友激动之余，不小心点亮了千栀的手机屏幕，上面显示着大佬完美的睡颜——那是昨天被某人逼着换上去的照片:   )室友：？？？千栀一脸淡定，而后下一秒——大佬的电脑桌面被完美地投影在大屏幕上，红艳艳的结婚证件照上一对璧人。满座登时一片哗然。啊啊啊啊！！证件照上面的女方特么不就是！校花本花！千！栀！！吗！！！【2】世界首席调香师千栀开了微博直播，瞬间涌入千万粉丝。在展示她那足足占据三百坪的香水收纳的时候，镜头不小心扯到了一旁沉默地帮她拎着拍摄设备的男人，清癯的面庞和财经杂志上的封面分毫不差地吻合。只不过——男人轻轻地蹙起了眉尖。就在大家以为他这是不耐烦的时候，大佬递过来一瓶香水，嗓音清越疏朗：“挑了这么久？等会儿用这个，我喜欢。”直播间沉默一瞬，而后炸锅了。这就是那个传说中还行的老公？你还行你妈呢:  )【超级会赚钱.宠妻狂魔vs超级会花钱.猫系仙女】清冷矜贵总裁vs肤白貌美女大学生（世界首席调香师）/哪怕璀璨与共，万千情拥，我只偏爱你一人/预收新文：《在你的世界降落》已完结文，点击专栏可看：《细腰控》《他的小茉莉》《热吻小玫瑰》《她是栀子花香》《你是男神又怎样》《虎牙有点甜》
鸣蝉,皇后的裙下之臣,天作之合 穿越时空 青梅竹马 正剧,http://www.jjwxc.net/onebook.php?novelid=6254856,金枇杷,原创-言情-架空历史-爱情-女主,579187,连载,2465914368,2021-10-15 21:00:00,请不要买v，等时间到了解v。对不起，压力很大，状态也很差，没有调整好，有时候熬夜码字的时候突然很想吐，冲到厕所干呕，必须躺下来才行，身体实在受不了，辜负了大家的期待。——————————————说明：文中cp灵感来自《金枝欲孽》和袁枚的《祭妹文》，男主、女主设定参考了历史人物。男主刑部，断案，凶相，刚正不阿，廉洁等特点均取材于历史原型。男主童年遭遇取材于几个记载的现实病例。前世cp灵感来自《金枝欲孽》的cp，孙白杨vs玉莹，孔武vs如妃、安茜。《金枝欲孽》每个女角色都喜欢，电视剧结尾所有妃嫔和cp都是悲剧，为弥补对这部剧所有女角色悲剧命运的遗憾，文中给了前世的女主心灵上的解脱和自由。《祭妹文》作者和妹妹一起读书一起长大，哥哥读书科举考进士，妹妹后来婚姻不幸，身体受损，抑郁早逝，是本文主要灵感之一。祭妹文中妹妹被封建道德、节气等观念所苦，所以文中设定女主对传统观念的反抗。*看文各有所好，请不要在文下讨论其他作者、其他文章。感谢。鞠躬。*文案：谢蝉是个孤女，从小寄人篱下为了活下去，她小心翼翼，呕心沥血，累得像条狗十四岁被迫嫁给皇子李恒，十七岁成为皇后，二十一岁病重而亡殚精竭虑一生，弥留之际，她只有一个心愿：宁愿封号被废，也不要和渣了自己的皇帝同葬一穴老娘累了，不伺候了再睁开眼时，谢蝉发现自己回到了过去原来的谢家孤女消失不见，她穿成江州谢家小九娘，堂兄是个熟人，前世朝廷里刻薄暴戾的奸臣谢嘉琅，以后会权倾朝野，成为皇帝的心腹大患前世，谢蝉是皇后，谢嘉琅是臣子重生后换了个身份，谢蝉痛定思痛：前世累成狗，还被狗男人渣，这一次她决定躺平，安心做一条围观宰相的小咸鱼。*李恒无情无义，为了权力可以牺牲一切他曾以为，和谢蝉之间的爱恨，可以纠缠一辈子回首时，却再也看不到她的身影江山万里，生死永隔。*年轻时，谢嘉琅严峻刚正，铁面无私，受万民敬仰后来，他大权在握，遭万人唾骂每年春天，谢宰相会做一盏灯他抬头仰望天穹明月，低语：娘娘，灯做好了可是娘娘死了啊。【阅读提示】1、无血缘关系，亲缘关系存续间，只有亲情2、女主没有穿越换身体，因为重生后命运改变，误以为自己穿越了。3、因为前世有配角穿越，是女主身边的女官，前世唯一一个离开后宫的人，所以分类是古代穿越频道。预收《女师尊》
不服[电竞],我把你当徒弟你却…,强强 年下 破镜重圆 轻松 电竞,http://www.jjwxc.net/onebook.php?novelid=4997572,消失绿缇,原创-纯爱-近代现代-爱情-主受,651908,完结,1917033472,2020-10-08 21:05:00,【等】=========Zero战队队长言易冰杏眼风流，慵懒散漫，耳垂上有一颗深红色的小痣。他被誉为国内电竞永恒之光，广告代言拿到手软，无数女粉为其争风吃醋。直到有天，他的位置被人取代了。Prince队长寒陌比他年轻，比他高冷，不仅比他女粉多，还接手了他的代言。而这位替代者，曾经只是他手下的青训生。说不郁闷是假的。有人给他出主意，装女粉跟寒陌双排，刺探敌情。言易冰羞耻一秒钟，火速下单了变声器。开着变声器的他无所顾忌，骚话不断。“寒陌哥哥牛逼，妹妹爱了。”“谢哥哥的饮料，妹妹一点都没了。”寒陌在前冲锋，言易冰跟着躺赢。直到有一次，他和寒陌坐着吉普在山路颠簸，山头人影闪烁，他条件反射，一个甩狙，正中对方心脏。寒陌：“。”言易冰：“……日。”某次医院里，言易冰戴着口罩，发梢濡湿，烧的眼角泛红，抬手推开面前的人。“离我远点。”下一秒，寒陌按住他的手腕，扯下薄薄的口罩，将他抵在墙上，不由分说咬住了他的唇。寒陌嗓音低沉，指腹拂过他润红的眼角：“干脆传上得了，只要每天让我亲一口。”世界赛后台，言易冰靠着沙发直播，直播间积累了上亿人气。他正对着镜头炫耀中国队的金牌，身边的人突然入镜，在他唇边亲了一口。“不累？”言易冰瞬间僵直，手忙脚乱的关掉直播。粉丝们惊讶的发现，那个人就是和言易冰水火不容的Prince队长寒陌。粉丝：“世界毁灭吧，累了。”--------预收《乱撩翻车了[电竞]》旧游戏凋零，新游戏兴起，昔日大神喻泛二十岁面临转型。FPS圈和MOBA圈纷纷地震——“某些大神飘得找不到北了，坐等跌落神坛！”“喜闻乐见，替我主队放个礼花，从此没有神之压制。”“笑的，二十岁转型没事儿吧，当我们这儿养老院？”“此人撩人无形，操作风骚，手下受害者无数，我服大神小心了。”“不慌，晏神会教他做人。”晏汀予，北美赛区新代野王，LCS春季赛力挽狂澜，勇夺六次MVP的神级选手，即将回国接任NZY战队队长。直播间里，喻泛弯着狐狸眼，想起这个高中时不苟言笑的闷骚学霸，心思一动，调戏道：“不能吧，我和晏神是睡一张床的关系。”评论一波骂他骚，一波疯狂艾特晏汀予打他脸。几个小时后，号称女朋友只有游戏的晏汀予回复了——@晏汀予：“是。”众人：？很快，竞圈粉眼睁睁看着喻泛排位赛一路打到最强王者，国内赛事疯狂揽金，虐的国服大神们拼命吸烟缓解焦虑。某次任务直播，大神们揶揄：“来个天降神兵把这BT干翻了吧！”少言寡语的晏汀予难得出声，他两指夹着枚银色打火机，将黑衬衫袖口随意挽了挽，闻言，慢条斯理道：“好。”大神们：“操，同队麦麸没完了是吧？”就在这时，金发滴水，腰细腿长的喻泛穿着浴袍入镜，嘀咕：“我记着藏枕头下了啊？”所有大神屏息凝神，没反应过来喻泛为什么在晏汀予家洗澡。晏汀予回首，掂了掂掌心的打火机，漫不经心说：“我说过再碰怎么办。”比如用其他运动代替吸烟产生的多巴胺。弹幕疯狂出击——“今时不同往日，泛泛如今可是LPL赛区瑰宝，晏神这语气有点过了。”“队长了不起啊，我们中路罗刹不能认怂！”现场所有人都等着喻泛骚话反击，谁料一向浪的没边，口无遮拦的喻泛看见晏汀予的手指，不禁双腿一抖，耳根红透。弹幕：？？？后来，NZY全球赛夺冠那年，正好是同性可婚第一年，竞技舞台上，金雨洒下，喻泛抱住奖杯兴奋挥舞，晏汀予却趁机将一枚戒指戴在他指上。#本人直男爱撩直男一不小心把自己和队长搞弯了#【骄纵顽劣口嗨王者天才大神受X手狠心黑专治浪货特别能干腹黑攻】
职业反派[快穿],为反派事业效劳,强强 情有独钟 天作之合 快穿 正剧,http://www.jjwxc.net/onebook.php?novelid=6043673,冻感超人,原创-纯爱-幻想未来-爱情-主受,1101672,完结,4816124416,2023-05-16 08:00:00,这个世界上总有人要扮演反派角色而他，乐意效劳*本书已签约出版，实体书进度请见@晋江_冻感超人
我，会算命，不好惹［穿书］,能靠脸吃饭，偏要靠实力。,强强 甜文 穿书 爽文 轻松 HE,http://www.jjwxc.net/onebook.php?novelid=3076157,醉又何妨,原创-纯爱-架空历史-爱情-主受,914354,完结,2516371456,2018-10-16 00:08:08,【专栏中狐狸系列二，《我靠卖萌成为狐傲天》4月6号开，谢谢宝贝们支持~】有一天，白亦陵发现自己生活在一本书里，是书中的苦逼炮灰。身为晋国第一美人的他，表示拒绝成为炮灰！【经检测，宿主颜值水平：美颜盛世。】【恭喜宿主颜值达标，绑定“剧透系统”一枚。】有了它，剧透技能满点，书中所有人的命运尽在掌握！渣爹渣妈：“你不孝！”白亦陵：“因为我不是亲生的。”反派王爷：“跟我造反，日后我为王你为相！”白亦陵：“你一个反贼说这些，会不会想的有点多？”皇上：“我有了一个心上人。”白亦陵：“？？？你不是应该孤独终老吗？”系统：所以我们的目标是——升官打脸，虐渣挣钱。人人爱我，剧情滚蛋(￣▽￣)／！单元破案文，逆袭打脸文。小狐狸帝王攻&暴力美人受，强强，主受。【封面画师：水墨蛋清-伏贼。非定制。】
老公，爆点金币,奇怪，植物人怎么会睁眼,豪门世家 情有独钟 甜文 沙雕 钓系 先婚后爱,http://www.jjwxc.net/onebook.php?novelid=6795639,多金少女猫,原创-纯爱-近代现代-爱情-主受,466268,完结,3260242688,2023-09-01 01:20:00,【abo预收《这是不付费能看的吗？》求收藏~】谢祈高三时父母车祸，司机肇事逃逸，天价医药费压得谢祈喘不过气，俨然在辍学下海做鸭的边缘徘徊。　　直到某天，谢祈给父母送饭的时候走错病房，被忙碌的护工抓壮丁，给病床上的植物人擦身。　　谢祈照做，要走的时候却突然被植物人抓住了手。　　护工震惊，连忙去喊人，连植物人亲妈都赶到了现场，见此情景当即抹泪：“你就是易之喜欢的人吧？难怪他看见你来了会有反应。”　　谢祈：“阿姨我不是……”　　对方打断，“你做我儿媳妇，我每个月给你20万零花钱，只要你陪他每天说说话，刺激他醒过来。”　　谢祈：“……”　　谢祈一脸冷静：“好的妈，可以签合同吗？”　　签了合同，谢祈立马和植物人老公象征性地结了婚。为了对得起这笔钱，谢祈在照顾父母的同时也包揽下了照顾植物人老公的重任，凡事亲力亲为，绝不假借人手，周围人都以为他爱惨了植物人，婆婆更是感动得一塌糊涂，给他的零花钱加到了40万。　　收到40w零花钱到账的谢祈，当天在病床前真情表露：“老公，我真是爱死你了。”　　话音刚落，就和秦易之的眼睛对视上了。　　谢祈：“……”　　秦易之：“……”　　谢祈伸手将秦易之双眼合上，“见鬼，植物人怎么会睁眼。”　　秦易之：“？？？”　阅读指南：1.主受，可爱直男受x直男但沉稳宠妻攻2.先婚后爱大甜饼，攻先心动对受不能自拔往死里宠受buff【于2022.4.21截图留证】腿一下预收：《这是不付费能看的吗？》求收藏！《这是不付费能看的吗？》许甘宁穿成了一个在军校里伪装成Beta的Omega。　　　　虽然伪装成了Beta，但宿舍几个S级Alpha对他都有了些许怀疑，手段频出，想扒下许甘宁的马甲。　　　　一旦Omega的身份被发现，许甘宁的下场就是退学结婚。　　　　为了保住学业，许甘宁趁着几位舍友做任务期间，终于磨动了辅导员换了新宿舍。　　　　新舍友只有一位，据说是帝国仅有的3S级Alpha严清柏。　　　　传闻严清柏的信息素有重大缺陷，具有强烈的攻击性，A级Alpha在严清柏的信息素下，三秒都撑不住，s级的Omega更是被刺激到原地昏倒。　　虽然严清柏是3S级Alpha，但被Alpha和Omega群体恐惧，军校三年，一直独来独往。　　　　而严清柏的要求就是找一个Beta舍友，许甘宁正好符合这个要求。　　　　许甘宁：“……”　　误会有点大了。　　　　许甘宁战战兢兢入住，与严清柏第一次会面，对方便无意释放了信息素。　　　　许甘宁眼睛一亮，一整个暴风吸入，激动道：“兄弟，你好香啊！”　　严清柏：“？”　　*　　严清柏收到辅导员的通知，军校一级新生许甘宁即将入住他的宿舍。　　　　严清柏知道他。　　许甘宁作为Beta，身材过于纤细，皮肤也过于白皙柔润，在Alpha占99%的军校，许甘宁在校园论坛上有着“校花”的美名。　　　　严清柏不止一次看到许甘宁被众多Alpha包围，在狼群贪婪的目光之中若无所觉地露出散发着独一无二魅力的笑容。　　　　许甘宁还知道换宿舍逃跑，很聪明。　　　　严清柏没打算与其深交。　　直到有一天，许甘宁趁他熟睡，爬上他的床，撬开了他的嘴，低头似乎要吻。　　　　“……”严清柏及时睁开眼，眼神想要杀了他：“你干什么？”　　　　许甘宁笑得一脸讨好：“你有好吃的，分我一点尝尝好吗？”　　严清柏：“……”　　？？？　　　　*　　后来，许甘宁一脸气愤，“什么，那是你的信息素？我还以为你一直背着我偷吃！”　　严清柏：“……”　　我谢谢你。　　*情商水平忽高忽低直男活泼阳光真诚万人迷受x自卑死装爹系攻。推一下第二个预收《当大学生村官穿进狗血文》文案：出生于考公世家，本人更是成为一名光荣的大学生村官的高宁看了一本万人迷np强制爱bl小说，气得红温。　　　　这书就是一整个你逃我追爱生爱死导致国家灭亡百姓流离失所生灵涂炭的狗血文。　　　　高宁看不见他们可歌可泣的爱情，只看见了被一群恋爱脑毁灭安稳生活的百姓疾苦。　　　　结果一觉醒来，他穿成了这本书里反派暴君身边的假小太监。　　　　这个假小太监是个小炮灰，没多久就会因为身份暴露被杖毙。　　　　为了在封建制度下保命，高宁努力远离剧情线，走关系到了东厂，企图从新单位里走到人民中去。　　　　有一天，他在扶贫路上捡到了一个伤重的男人，悉心照顾到人伤势痊愈，便功成身退。　　　　直到他被暴君召见，才知道他救的男人正是暴君。　　　　大概因为救命之恩，暴君对他一整个恩将仇报强取豪夺。　　　　不同于主角受被强取豪夺的崩溃无助，高宁的使命感直击大脑：芜湖，拿下最大领导，直接无痛上岸！　　高宁：“请陛下静听，我的扶贫思路（x）”　　　　暴君：“？”　　　　之后——　　“陛下吧赈灾银发多点，我就亲陛下一下。”　　“太傅大人忠心耿耿日月可鉴，陛下把他从牢里放出来，我马上脱给陛下看。”　　“陛下要是能三个月内处理好渝州水患，今晚扫榻欢迎陛下莅临！”　　　　……　　　　最后，一代暴君被钓成了明君，“……”　　感觉哪里不对。　　　　牢记扶贫使命的高宁：“虽然我失去的是自由，但是百姓们得到的是安居乐业盛世太平啊！！　大学生热血元气村官受x玩强制但其实很纯情霸道暴君攻
